metric_id,campaign_id,measurement_date,impressions,unique_impressions,clicks,unique_clicks,conversions,conversion_value,acquisition_cost,cost_per_click,cost_per_conversion,revenue_generated,profit,roi_score,roas,customer_acquisition_cost,lifetime_value_generated,attribution_model,benchmark_roi,performance_vs_benchmark
ROI42754,CMP13765,2024-03-23,48304882,34975560,3243790,2943337,376150,16507342750,4418090,1.36,11.75,10871487300,10867069210,245967.58,2460.68,11.75,155796816200,Last Click,3.74,At
ROI42755,CMP12091,2025-07-22,36059526,27247328,3173188,2396453,589980,17725949100,3290350,1.04,5.58,6874446960,6871156610,208827.53,2089.28,5.58,104451239160,Linear,2.76,Below
ROI42756,CMP19489,2024-05-11,12226974,9542557,396205,318155,52883,2102099250,3988461,10.07,75.42,2135362657,2131374196,53438.51,535.39,75.42,12916884282,First Click,3.86,At
ROI42757,CMP17338,2026-02-15,7493630,5683154,424843,342998,53305,1911197470,1891549,4.45,35.49,1920632455,1918740906,101437.55,1015.38,35.49,10090156755,Position Based,3.53,At
ROI42758,CMP10541,2024-03-20,21998001,16393954,2573557,1924636,502751,13280670416,4468938,1.74,8.89,2901878772,2897409834,64834.42,649.34,8.89,178889363571,Linear,2.51,Below
ROI42759,CMP18104,2023-05-25,56755535,34577187,978027,843274,94582,943928360,4430193,4.53,46.84,2449295472,2444865279,55186.43,552.86,46.84,43325744232,Time Decay,4.49,Above
ROI42760,CMP14564,2023-07-24,50043706,31401853,783932,567083,144934,3496677684,3517623,4.49,24.27,2231403864,2227886241,63334.99,634.35,24.27,32211001764,Time Decay,4.0,Above
ROI42761,CMP13307,2024-03-28,47026989,42001699,2317765,1708280,359003,15527597756,2855306,1.23,7.95,6215777942,6212922636,217592.18,2176.92,7.95,72728263752,Linear,1.53,Above
ROI42762,CMP13225,2023-04-10,6119081,4292754,195844,151452,48851,2057262163,2014641,10.29,41.24,730908662,728894021,36179.85,362.8,41.24,23402657762,Time Decay,2.74,Below
ROI42763,CMP10140,2023-01-24,1008102,630791,112462,106233,13095,256648905,106768,0.95,8.15,597708180,597601412,559719.59,5598.2,8.15,2156144130,Linear,2.45,Above
ROI42764,CMP11560,2023-04-04,42744937,31379530,4837971,4267364,842613,19985095134,2945427,0.61,3.5,16092223074,16089277647,546246.02,5463.46,3.5,354458640258,Linear,2.57,Above
ROI42765,CMP12650,2025-05-31,4499138,3664646,306046,242571,17428,746598092,808896,2.64,46.41,679256300,678447404,83873.25,839.73,46.41,3491438380,Time Decay,2.31,Above
ROI42766,CMP14697,2025-04-04,4041231,2609303,214975,185510,12047,360916073,464369,2.16,38.55,398069021,397604652,85622.57,857.23,38.55,3286999856,Position Based,2.19,Below
ROI42767,CMP13512,2023-08-03,48441427,38031386,892950,648159,92992,4329335552,3667060,4.11,39.43,825768960,822101900,22418.56,225.19,39.43,20926175744,First Click,4.21,Above
ROI42768,CMP14944,2025-01-04,26914633,22506361,1529794,1244599,201831,5693450679,4112431,2.69,20.38,7492975875,7488863444,182103.08,1822.03,20.38,84232755033,First Click,3.55,Above
ROI42769,CMP19490,2025-02-11,65500958,44616209,3302545,2908909,180734,2841499948,4779801,1.45,26.45,5025670338,5020890537,105043.92,1051.44,26.45,48920356184,Position Based,2.81,Below
ROI42770,CMP13586,2023-01-11,4034749,2709806,194985,156473,42615,1007290755,492740,2.53,11.56,493012935,492520195,99955.39,1000.55,11.56,9217198350,First Click,2.54,Above
ROI42771,CMP14360,2024-11-02,37791349,26392414,1185094,858521,106992,2142835776,3444239,2.91,32.19,1329161616,1325717377,38490.86,385.91,32.19,19370366640,Time Decay,2.69,Above
ROI42772,CMP14951,2025-03-26,44439875,29765033,2358823,1666433,441070,22029682220,4640380,1.97,10.52,7934849300,7930208920,170895.68,1709.96,10.52,80153004680,Time Decay,2.91,Above
ROI42773,CMP10788,2024-05-21,409426,262204,23511,17041,2002,33729696,102960,4.38,51.43,35949914,35846954,34816.39,349.16,51.43,944009066,Linear,3.83,At
ROI42774,CMP12866,2026-04-29,23683056,14980061,1877239,1528673,187989,1639076091,2473002,1.32,13.16,4717583955,4715110953,190663.45,1907.63,13.16,74764165245,Linear,3.89,Below
ROI42775,CMP14668,2025-05-15,19988110,13069588,2146155,1665255,186432,8023660416,3470060,1.62,18.61,6680977152,6677507092,192432.04,1925.32,18.61,53404751424,First Click,1.53,Above
ROI42776,CMP11828,2023-03-10,34696790,21244855,3308922,3072537,745798,24694117578,3706693,1.12,4.97,35466423890,35462717197,956721.19,9568.21,4.97,364876450914,Time Decay,1.62,Below
ROI42777,CMP18550,2023-10-20,4844759,4233861,111172,87306,9666,395919360,1479494,13.31,153.06,348004998,346525504,23421.89,235.22,153.06,1716816924,Linear,3.02,At
ROI42778,CMP18891,2025-07-20,10781172,7596202,474092,387926,97762,4834819710,1207936,2.55,12.36,3162698462,3161490526,261726.66,2618.27,12.36,40010955978,First Click,2.81,Below
ROI42779,CMP16552,2024-03-19,58379240,38714847,3306480,2972541,823151,33409229637,3981180,1.2,4.84,17353669382,17349688202,435792.61,4358.93,4.84,405484182600,First Click,2.81,Below
ROI42780,CMP15730,2025-05-23,27264818,23463937,3127924,2395073,213393,9542508174,2148457,0.69,10.07,4422996711,4420848254,205768.52,2058.69,10.07,60878248791,Time Decay,1.87,Above
ROI42781,CMP15340,2024-09-02,18068769,12303893,256084,227988,57352,1197739168,3850348,15.04,67.14,2406891384,2403041036,62411.01,625.11,67.14,15494789840,First Click,2.02,Below
ROI42782,CMP17256,2025-12-28,7574231,6609555,472830,349199,101982,1551860094,952578,2.01,9.34,5046273324,5045320746,529649.09,5297.49,9.34,19052481204,First Click,2.76,At
ROI42783,CMP10666,2025-02-27,34063876,21554808,1165873,1093865,220373,9935296332,3754802,3.22,17.04,4720169287,4716414485,125610.2,1257.1,17.04,87065846332,Position Based,2.14,Above
ROI42784,CMP10241,2023-06-05,45587674,39050090,7265096,5956802,372841,6626875934,4094232,0.56,10.98,5259667987,5255573755,128365.31,1284.65,10.98,77426771947,Position Based,4.48,Above
ROI42785,CMP11931,2025-04-13,2970773,2667341,281427,235676,32408,1284037368,475379,1.69,14.67,1503407120,1502931741,316154.42,3162.54,14.67,9568202736,Position Based,4.65,Below
ROI42786,CMP11908,2024-12-18,16688761,10717219,1245170,1128796,155583,1294761726,4464645,3.59,28.7,1640933901,1636469256,36653.96,367.54,28.7,22283841924,Linear,3.58,Above
ROI42787,CMP15773,2026-04-26,20737943,16633551,719072,580410,98674,2203291746,1438686,2.0,14.58,4070499848,4069061162,282831.78,2829.32,14.58,20906455076,First Click,2.46,Below
ROI42788,CMP11757,2024-09-25,31282522,24151245,3652039,2918772,217237,10802109825,2868144,0.79,13.2,4950396756,4947528612,172499.31,1725.99,13.2,16292123289,Time Decay,5.0,At
ROI42789,CMP11612,2023-08-09,13667878,11936262,1118944,942823,234058,2897403982,1491769,1.33,6.37,3326900412,3325408643,222917.13,2230.17,6.37,11964810902,Linear,3.22,At
ROI42790,CMP13004,2025-12-11,12531060,9193290,826155,600010,189720,6306292800,1096104,1.33,5.78,4543794000,4542697896,414440.41,4145.4,5.78,28850720400,Time Decay,3.06,Above
ROI42791,CMP10853,2023-12-30,20249814,17613721,633671,525722,135744,4764885888,2515840,3.97,18.53,5585865600,5583349760,221927.86,2220.28,18.53,15863994048,Position Based,2.19,Below
ROI42792,CMP16802,2025-02-11,9697620,7569625,218775,204505,46466,1623568506,2418378,11.05,52.05,1920114518,1917696140,79296.79,793.97,52.05,15344560112,Last Click,1.69,Below
ROI42793,CMP17054,2025-12-19,22148433,18781174,1451869,1102641,85551,1030290693,2206533,1.52,25.79,2050229715,2048023182,92816.34,929.16,25.79,4447882041,Last Click,4.29,Below
ROI42794,CMP15550,2024-04-28,29475736,21796792,1069987,1016378,53981,397192198,2558580,2.39,47.4,2048686912,2046128332,79971.25,800.71,47.4,3310762692,Position Based,3.45,Below
ROI42795,CMP12838,2023-10-03,54034500,40456740,1072474,986230,252451,6721002973,3626467,3.38,14.37,12102753391,12099126924,333634.0,3337.34,14.37,85354945355,Linear,3.64,Above
ROI42796,CMP14389,2023-12-31,56493344,44663441,1801003,1539529,172677,5314652706,4979846,2.77,28.84,3903018231,3898038385,78276.28,783.76,28.84,68157338670,Last Click,3.0,Above
ROI42797,CMP15680,2023-03-11,9060131,7472051,396376,287311,92598,1419897732,2277554,5.75,24.6,3297136986,3294859432,144666.58,1447.67,24.6,36520373406,Position Based,3.51,Below
ROI42798,CMP17274,2024-11-15,36881835,32359788,626098,552446,120525,4195957350,2758312,4.41,22.89,5800506675,5797748363,210191.9,2102.92,22.89,26202135000,Last Click,1.66,Above
ROI42799,CMP12376,2023-06-26,29316164,19214291,1196046,1037382,237164,10503993560,2475953,2.07,10.44,9005828572,9003352619,363631.81,3637.32,10.44,42297725072,Last Click,2.83,At
ROI42800,CMP11142,2025-08-23,42374047,31780281,2865086,2228464,632169,27788884902,3564820,1.24,5.64,29810561364,29806996544,836143.1,8362.43,5.64,299640519972,First Click,1.9,Above
ROI42801,CMP10728,2023-10-07,25681083,15758986,2688545,2081325,307070,4221905430,2274502,0.85,7.41,2054912440,2052637938,90245.6,903.46,7.41,34899119640,Linear,3.98,Above
ROI42802,CMP16604,2023-03-23,56751306,45016447,4414906,3472216,616803,13738053219,4733838,1.07,7.67,19636540308,19631806470,414712.26,4148.12,7.67,219938380134,Position Based,1.52,At
ROI42803,CMP18078,2025-10-22,53014475,40004448,4450352,4227549,980339,15781497222,3881070,0.87,3.96,21846854615,21842973545,562808.03,5629.08,3.96,332561379309,Time Decay,4.39,At
ROI42804,CMP11814,2024-06-09,14665924,11502874,268549,222092,35441,1190711277,3903510,14.54,110.14,1112067698,1108164188,28388.92,284.89,110.14,1826629140,Linear,1.76,Below
ROI42805,CMP16439,2023-07-23,17281473,14478785,407865,298429,71453,804703686,1887652,4.63,26.42,3183588415,3181700763,168553.35,1686.53,26.42,10235713703,Position Based,1.93,At
ROI42806,CMP11406,2023-02-09,4970155,3302112,354345,317636,56544,714037632,607249,1.71,10.74,1558918080,1558310831,256618.1,2567.18,10.74,25518307200,Time Decay,2.31,Above
ROI42807,CMP12431,2025-09-01,49003661,38231274,5248868,4729415,701736,19051430664,4296644,0.82,6.12,23128516824,23124220180,538192.6,5382.93,6.12,329509261368,First Click,1.78,Above
ROI42808,CMP18426,2024-03-27,4922730,3606383,245898,222823,38527,1066119144,470885,1.91,12.22,1617363460,1616892575,343373.13,3434.73,12.22,3598614435,Linear,1.75,Below
ROI42809,CMP16109,2023-01-17,29313326,24290119,1098313,804793,194573,2204317517,2572555,2.34,13.22,2385659553,2383086998,92635.03,927.35,13.22,95839460599,Last Click,1.51,Below
ROI42810,CMP16985,2025-01-07,16938873,12987945,2445427,1761515,191676,3466843812,4545202,1.86,23.71,1228068132,1223522930,26919.0,270.19,23.71,95418996264,Time Decay,3.84,At
ROI42811,CMP16309,2026-01-31,16716583,13015327,1472794,1114404,254230,3080759140,1075523,0.73,4.23,11834406500,11833330977,1100239.7,11003.4,4.23,102473757250,Linear,3.58,Below
ROI42812,CMP13399,2024-09-17,30523229,21595392,1079835,875772,98507,1161299023,2806849,2.6,28.49,626307506,623500657,22213.54,223.14,28.49,7945673127,Time Decay,3.91,At
ROI42813,CMP15690,2024-08-27,54024458,36879336,5608456,4095719,464428,21899637912,4006902,0.71,8.63,13898007900,13894000998,346751.7,3468.52,8.63,138927598636,Time Decay,3.59,At
ROI42814,CMP12303,2023-07-20,27541505,23728541,1997592,1890351,245248,4226604032,4146010,2.08,16.91,10152286208,10148140198,244768.83,2448.69,16.91,120358153728,Position Based,4.11,Above
ROI42815,CMP14974,2023-10-18,284998,222044,22358,16718,1401,17508297,58936,2.64,42.07,66725427,66666491,113116.76,1132.17,42.07,426147774,Last Click,4.05,At
ROI42816,CMP17369,2023-09-17,23952873,20375151,876933,683976,65866,2390013676,4193467,4.78,63.67,1649218774,1645025307,39228.29,393.28,63.67,21353559602,Last Click,4.7,Above
ROI42817,CMP12001,2024-11-26,73494262,56480651,2907776,2726273,487237,16226941048,4563462,1.57,9.37,7696395652,7691832190,168552.56,1686.53,9.37,235991779239,Last Click,2.72,Below
ROI42818,CMP11769,2024-07-03,17850794,16064103,1181693,985823,269593,12623153039,2086065,1.77,7.74,4412967817,4410881752,211445.08,2115.45,7.74,94256183032,Time Decay,2.78,Above
ROI42819,CMP16991,2023-08-29,73292736,47906647,8373731,5876143,752563,29161816250,4878739,0.58,6.48,5909124676,5904245937,121019.92,1211.2,6.48,120453728654,Last Click,1.51,At
ROI42820,CMP15813,2023-02-10,1729111,1314764,178602,152602,29256,436616544,353007,1.98,12.07,518328552,517975545,146732.37,1468.32,12.07,8777765448,Last Click,4.78,Above
ROI42821,CMP12323,2023-08-05,31660736,24617536,2041545,1485314,375957,12293417943,2539026,1.24,6.75,18534680100,18532141074,729891.74,7299.92,6.75,144892323972,Position Based,3.38,Above
ROI42822,CMP11244,2025-03-20,16008047,13301835,1733144,1433478,127515,2763632595,1392725,0.8,10.92,3876711030,3875318305,278254.38,2783.54,10.92,25431719115,Time Decay,4.13,Below
ROI42823,CMP18201,2025-06-05,17815741,14452725,632535,496086,110663,4495905701,2253558,3.56,20.36,1975777202,1973523644,87573.68,876.74,20.36,10204124567,Last Click,2.03,Below
ROI42824,CMP16629,2026-04-27,14598766,8763184,1489937,1395165,358179,11688813486,1115833,0.75,3.12,9043661571,9042545738,810385.22,8104.85,3.12,97384930131,Time Decay,1.5,Above
ROI42825,CMP10804,2025-02-28,12113184,8684666,785747,704507,48168,483654888,1957537,2.49,40.64,2398525560,2396568023,122427.73,1225.28,40.64,7609532472,Position Based,4.53,Below
ROI42826,CMP19701,2025-12-22,2674214,1897887,269356,218010,43999,430574214,555507,2.06,12.63,613742051,613186544,110383.23,1104.83,12.63,16473797587,First Click,2.63,Below
ROI42827,CMP17786,2024-06-10,25077159,15704037,1430829,1053398,218993,5109106690,3623382,2.53,16.55,10170253913,10166630531,280584.01,2806.84,16.55,93237583708,Last Click,2.08,Below
ROI42828,CMP16326,2024-12-14,38346836,32598793,1255569,1100452,268078,9229657462,3233447,2.58,12.06,1772263658,1769030211,54710.35,548.1,12.06,133626159880,Last Click,2.31,Below
ROI42829,CMP12352,2026-02-10,20001700,13718024,2016942,1685593,336817,5534576944,1818784,0.9,5.4,11701696214,11699877430,643280.2,6433.8,5.4,88609142726,Time Decay,3.63,Above
ROI42830,CMP16464,2023-12-23,2044258,1348929,89334,70554,9541,349830306,258821,2.9,27.13,63571683,63312862,24462.03,245.62,27.13,1359573418,Time Decay,3.66,Above
ROI42831,CMP12256,2023-09-15,24217285,19870167,1972318,1611518,435283,20278093838,4380822,2.22,10.06,12027304573,12022923751,274444.47,2745.44,10.06,160007854385,Time Decay,3.5,At
ROI42832,CMP12807,2023-10-13,24281723,20340087,2118172,1635409,372043,8283165352,2241036,1.06,6.02,10601365285,10599124249,472956.45,4730.56,6.02,49924822213,Last Click,4.82,Below
ROI42833,CMP12682,2026-01-30,5209814,4404546,438597,385821,96264,497781144,386390,0.88,4.01,4803092280,4802705890,1242968.47,12430.68,4.01,32326702632,First Click,2.36,At
ROI42834,CMP17292,2023-04-11,25785048,17346732,850181,784920,80471,3648555140,2014428,2.37,25.03,2487680494,2485666066,123393.15,1234.93,25.03,6665734814,First Click,1.62,At
ROI42835,CMP10640,2024-10-30,33431841,23589012,1894596,1389151,216149,10709750652,3854461,2.03,17.83,3583966569,3580112108,92882.3,929.82,17.83,51002734189,Position Based,4.74,Above
ROI42836,CMP14144,2023-11-04,54488026,45872255,7287713,5909190,1630556,8255505028,4214916,0.58,2.58,9429505348,9425290432,223617.52,2237.18,2.58,744844503024,Last Click,4.74,Below
ROI42837,CMP12843,2024-05-29,12982153,10585450,1478672,1316531,199547,5442444878,2653879,1.79,13.3,5939716002,5937062123,223712.62,2238.13,13.3,14957644026,Time Decay,4.09,At
ROI42838,CMP14569,2023-06-16,5452133,4213402,152930,140092,32560,1087406320,575946,3.77,17.69,1339844000,1339268054,232533.61,2326.34,17.69,10037694480,Last Click,3.02,Above
ROI42839,CMP16489,2025-03-10,1428693,898749,76469,62135,6839,234947006,125876,1.65,18.41,124428766,124302890,98750.27,988.5,18.41,3235127399,Time Decay,1.74,Below
ROI42840,CMP18926,2025-01-01,51469474,45934490,5351220,4121734,833900,17926348300,3798511,0.71,4.56,5533760400,5529961889,145582.36,1456.82,4.56,153482630600,Last Click,3.34,At
ROI42841,CMP16586,2025-11-23,4896202,2999509,309803,240299,75908,829750348,1777969,5.74,23.42,2063407164,2061629195,115954.17,1160.54,23.42,25786327140,Position Based,2.71,Above
ROI42842,CMP17550,2025-03-09,31217300,21264270,3008831,2483612,591976,14525907088,2256003,0.75,3.81,27462358616,27460102613,1217201.51,12173.02,3.81,270796461320,Last Click,2.22,Below
ROI42843,CMP18356,2025-06-09,20697386,17944316,1104669,989099,88667,2517167463,2078675,1.88,23.44,3893279303,3891200628,187196.2,1872.96,23.44,29060254582,First Click,2.95,At
ROI42844,CMP12859,2025-05-07,17218580,14956214,343214,299675,52790,767566600,2610513,7.61,49.45,2543158250,2540547737,97319.87,974.2,49.45,8432621810,Time Decay,4.09,At
ROI42845,CMP14669,2023-11-24,31545658,26479952,2737429,2108343,646766,8709350956,4004133,1.46,6.19,10898653866,10894649733,272085.11,2721.85,6.19,191626417544,Last Click,3.43,Above
ROI42846,CMP12451,2024-07-02,12203554,8766048,574604,520980,64368,2986546464,2207844,3.84,34.3,2748706704,2746498860,124397.32,1244.97,34.3,30148168896,First Click,3.69,Below
ROI42847,CMP13036,2024-08-10,51923828,38383016,2328647,1728050,243463,9560792010,4069812,1.75,16.72,3794857781,3790787969,93144.06,932.44,16.72,65597940331,First Click,4.45,At
ROI42848,CMP13932,2024-06-21,12916372,8092813,423829,371000,90976,4196631904,4152234,9.8,45.64,2519853248,2515701014,60586.69,606.87,45.64,32727706240,Time Decay,2.94,Below
ROI42849,CMP12605,2023-02-07,62520683,54799468,778460,723124,192908,2366788252,4692169,6.03,24.32,1128897616,1124205447,23959.18,240.59,24.32,72074865684,Linear,1.51,Above
ROI42850,CMP17051,2023-01-28,64250968,39383322,5837545,4755965,317204,10458850288,4927270,0.84,15.53,10592710376,10587783106,214881.33,2149.81,15.53,111140034296,First Click,4.28,Above
ROI42851,CMP18988,2025-02-17,24709831,18554044,2613558,2452800,262775,10438211325,3275883,1.25,12.47,12158599250,12155323367,371054.87,3711.55,12.47,106074121475,Last Click,3.67,Below
ROI42852,CMP16880,2025-05-17,29583183,24871882,1312853,1026773,296650,4135004350,2354780,1.79,7.94,4212726650,4210371870,178801.07,1789.01,7.94,90340307750,First Click,2.26,At
ROI42853,CMP11982,2024-09-09,41181572,31603968,3169968,2747422,307654,13153746770,3130428,0.99,10.18,3164221390,3161090962,100979.51,1010.8,10.18,24799988940,Last Click,2.39,Below
ROI42854,CMP10365,2023-06-22,47562904,41466574,4764080,4516289,878074,38572034672,3786773,0.79,4.31,9418221724,9414434951,248613.66,2487.14,4.31,125248475360,First Click,3.45,At
ROI42855,CMP13388,2024-06-01,3042460,2001527,202914,146451,14859,334535526,811759,4.0,54.63,366096042,365284283,44999.1,450.99,54.63,1906498854,Linear,4.07,At
ROI42856,CMP19075,2023-05-04,1492323,1214517,80475,76190,14793,581586795,213492,2.65,14.43,374529174,374315682,175330.07,1754.3,14.43,1503590106,First Click,4.11,Below
ROI42857,CMP16234,2023-02-07,19130245,14101969,676554,484473,55475,1243361175,3383890,5.0,61.0,459832275,456448385,13488.87,135.89,61.0,16481289650,Last Click,4.7,Above
ROI42858,CMP16679,2025-05-12,46324443,37351316,2667901,2352515,186786,7554372984,3892408,1.46,20.84,9252070938,9248178530,237595.3,2376.95,20.84,82280727288,Position Based,2.28,Below
ROI42859,CMP19246,2023-04-01,5563294,4978386,497971,421840,29958,750627648,1318730,2.65,44.02,1226869974,1225551244,92934.21,930.34,44.02,4224767034,First Click,2.59,Above
ROI42860,CMP13363,2023-02-28,8090380,5219123,700161,513037,165343,3922431989,1596762,2.28,9.66,1514707223,1513110461,94761.18,948.61,9.66,51554112743,Linear,2.1,At
ROI42861,CMP14520,2025-02-18,49265029,41815982,901998,732630,70116,1883385876,4327556,4.8,61.72,3088890264,3084562708,71277.25,713.77,61.72,11572154988,Time Decay,3.58,Below
ROI42862,CMP12033,2024-08-05,37539034,31301545,2215486,2071192,404162,5814678694,2318197,1.05,5.74,3238550106,3236231909,139601.25,1397.01,5.74,174972642174,Position Based,1.58,At
ROI42863,CMP17848,2025-11-30,12123140,10626178,663355,566959,76495,779790030,1667208,2.51,21.79,3494750570,3493083362,209516.95,2096.17,21.79,16705819545,Time Decay,4.41,Above
